Lanterne	↓0;d¦
&#39;&#39;	↓0;d¦
,	↓0;d¦
исполнив	↓0;d¦-+т+ь
бонус	↓0;d¦
-	↓0;d¦
трек	↓0;d¦
Street	↓0;d¦
Of	↓0;d¦
Dreams	↓0;d¦
,	↓0;d¦
который	↓0;d¦
изначально	↓0;d¦
был	↓0;d¦-+т+ь
написан	↓0;d¦-+т+ь
им	↓0;aон
и	↓0;d¦
Блэкмором	↓0;d¦--
ещё	↓0;d¦-+е
во	↓0;d¦
времена	↓0;d¦---+я
их	↓0;d¦
совместного	↓0;d¦---+ы+й
выступления	↓0;d¦-+е
в	↓0;d¦
Rainbow	↓0;d¦
.	↓0;d¦

И	↓0;d¦
сама	↓0;d¦-
работа	↓0;d¦
словно	↓0;d¦
сумасшедший	↓0;d¦
дом	↓0;d¦
!	↓0;d¦

Является	↓0;d¦-→+ь→→
крупнейшим	↓0;d¦-+й
в	↓0;d¦
мире	↓0;d¦-
действующим	↓0;d¦-----+о+в+а+т+ь
православным	↓0;d¦-+й
деревянный	↓0;d¦
храмом	↓0;d¦--
,	↓0;d¦
построенным	↓0;d¦-----+и+т+ь
на	↓0;d¦
вечной	↓0;d¦-+ы→
мерзлоте	↓0;d¦-+а
.	↓0;d¦

Андрюс	↓0;d¦
хотел	↓0;d¦-+т+ь
попасть	↓0;d¦-+д+а→→
в	↓0;d¦
морское	↓0;d¦-+й
училище	↓0;d¦
в	↓0;d¦
Ленинграде	↓0;d¦-
,	↓0;d¦
но	↓0;d¦
был	↓0;d¦-+т+ь
отклонен	↓0;d¦--+и+т+ь
из	↓0;d¦
-	↓0;d¦
за	↓0;d¦
близорукости	↓0;d¦-+ь
.	↓0;d¦

С	↓0;d¦
18	↓0;d¦
апреля	↓0;d¦-+ь
по	↓0;d¦
15	↓0;d¦
мая	↓0;d¦-+й
1939	↓0;d¦
года	↓0;d¦-
совершал	↓0;d¦-+т+ь
плавание	↓0;d¦
к	↓0;d¦
побережью	↓0;d¦-+е
Испании	↓0;d¦-+я
и	↓0;d¦
Марокко	↓0;d¦
.	↓0;d¦

Основными	↓0;d¦---+о+й
переносчиками	↓0;d¦---
Babesia	↓0;d¦
divergens	↓0;d¦
являются	↓0;d¦-→+ь→→
клещи	↓0;d¦-
видов	↓0;d¦--
Ixodes	↓0;d¦
ricinus	↓0;d¦
и	↓0;d¦
Ixodes	↓0;d¦
persulcatus	↓0;d¦
.	↓0;d¦

Она	↓0;d¦
пред	↓0;d¦
тобою	↓0;d¦----+ы
&#39;&#39;	↓0;d¦
...	↓0;d¦
``	↓0;d¦
Я	↓0;d¦
сделал	↓0;d¦-+т+ь
много	↓0;d¦
тебе	↓0;d¦---+ы
зла	↓0;d¦-+о
,	↓0;d¦
--	↓0;d¦
сказал	↓0;d¦-+т+ь
он	↓0;d¦
хану	↓0;d¦-
,	↓0;d¦
--	↓0;d¦
но	↓0;d¦
теперь	↓0;d¦
пришел	↓0;d¦---+й+т+и
принять	↓0;d¦
от	↓0;d¦
тебя	↓0;d¦---+ы
смерть	↓0;d¦
или	↓0;d¦
жизнь	↓0;d¦
,	↓0;d¦
будучи	↓0;d¦-----+ы+т+ь
готов	↓0;d¦+ы+й
на	↓0;d¦
все	↓0;d¦-+ё
,	↓0;d¦
что	↓0;d¦
Бог	↓0;d¦
возвестит	↓0;d¦+ь
тебе	↓0;d¦---+ы
&#39;&#39;	↓0;d¦
.	↓0;d¦

Жених	↓0;d¦
,	↓0;d¦
родители	↓0;d¦-+ь
,	↓0;d¦
близкие	↓0;d¦-+й
родственники	↓0;d¦-
приезжали	↓0;d¦--+т+ь
в	↓0;d¦
дом	↓0;d¦
невесты	↓0;d¦-+а
.	↓0;d¦

Но	↓0;d¦
дивидендов	↓0;d¦--
приобретения	↓0;d¦-+е
не	↓0;d¦
принесли	↓0;d¦-+т→
:	↓0;d¦
лишь	↓0;d¦
15	↓0;d¦
-	↓0;d¦
е	↓0;aй
место	↓0;d¦
в	↓0;d¦
сезоне	↓0;d¦-
1993/94	↓0;d¦
.	↓0;d¦

Летом	↓0;d¦-
1947	↓0;d¦
года	↓0;d¦-
на	↓0;d¦
сравнительных	↓0;d¦-+й
испытаниях	↓0;d¦--+е
по	↓0;d¦
бездорожью	↓0;d¦-+е
американских	↓0;d¦-+й
трёхосных	↓0;d→→-+е¦-+й
автомобилей	↓0;d¦--+ь
``	↓0;d¦
Студебеккер	↓0;d¦
&#39;&#39;	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Интернешнл	↓0;d¦
&#39;&#39;	↓0;d¦
,	↓0;d¦
отечественных	↓0;d¦-+й
ЗИС	↓0;d¦
-	↓0;d¦
151-1	↓0;d¦
и	↓0;d¦
ЗИС	↓0;d¦
-	↓0;d¦
151-2	↓0;d¦
,	↓0;d¦
ЗИС	↓0;d¦
-	↓0;d¦
151-1	↓0;d¦
на	↓0;d¦
автобусных	↓0;d¦-+й
шинах	↓0;d¦-
10,5	↓0;d¦
,	↓0;d¦
20	↓0;d¦
&#39;&#39;	↓0;d¦
показал	↓0;d¦-+т+ь
лучшую	↓0;d¦--+и+й
проходимость	↓0;d¦
и	↓0;d¦
более	↓0;d¦
высокую	↓0;d¦--+и+й
среднюю	↓0;d¦--+и+й
скорость	↓0;d¦
по	↓0;d¦
бездорожью	↓0;d¦-+е
,	↓0;d¦
кроме	↓0;d¦
движения	↓0;d¦-+е
по	↓0;d¦
болотистой	↓0;d¦-+ы→
луговине	↓0;d¦-+а
.	↓0;d¦

Родился	↓0;d¦-+т+ь→→
1	↓0;d¦
января	↓0;d¦-+ь
1947	↓0;d¦
в	↓0;d¦
Ленинграде	↓0;d¦-
,	↓0;d¦
РСФСР	↓0;d¦
.	↓0;d¦

Речной	↓0;d¦
бассейн	↓0;d¦
реки	↓0;d¦-+а
--	↓0;d¦
(	↓0;d¦
Верхняя	↓0;d¦--+и+й
)	↓0;d¦
Волга	↓0;d¦
до	↓0;d¦
Куйбышевского	↓0;d¦---+и+й
водохранилища	↓0;d¦-+е
(	↓0;d¦
без	↓0;d¦
бассейна	↓0;d¦-
Оки	↓0;d¦-+а
)	↓0;d¦
.	↓0;d¦

Буддийские	↓0;d¦-+й
монастыри	↓0;d¦-+ь
превратились	↓0;d¦---+т→+с+я
в	↓0;d¦
крупных	↓0;d¦-+й
земельных	↓0;d¦-+й
собственников	↓0;d¦--
;	↓0;d¦
богатые	↓0;d¦-+й
монастыри	↓0;d¦-+ь
давали	↓0;d¦--+т+ь
деньги	↓0;d¦
в	↓0;d¦
рост	↓0;d¦
.	↓0;d¦

Исследования	↓0;d¦-+е
учёных	↓0;d¦-+е→→-+й
позволили	↓0;d¦--+т+ь
выявить	↓0;d¦
,	↓0;d¦
что	↓0;d¦
предки	↓0;d¦+о→-
аккадцев	↓0;d¦-→-+ц
--	↓0;d¦
восточные	↓0;d¦-+й
семиты	↓0;d¦-
--	↓0;d¦
поклонялись	↓0;d¦---+т→+с+я
различным	↓0;d¦-+й
божествам	↓0;d¦--+о
,	↓0;d¦
покровителям	↓0;d¦--+ь
отдельных	↓0;d¦-+й
общин	↓0;d¦+а
,	↓0;d¦
но	↓0;d¦
при	↓0;d¦
этом	↓0;d¦-
семиты	↓0;d¦-
издревле	↓0;d¦
избегали	↓0;d¦--+т+ь
называть	↓0;d¦
богов	↓0;d¦--
собственными	↓0;d¦--+й
именами	↓0;d¦-----+я
.	↓0;d¦

Хаджи	↓0;d¦
Мухаммед	↓0;d¦
в	↓0;d¦
переписке	↓0;d¦-+а
с	↓0;d¦
Москвой	↓0;d¦--+а
называл	↓0;d¦-+т+ь
себя	↓0;d¦
врагом	↓0;d¦--
Сахиб	↓0;d¦
Гирея	↓0;d¦-+й
,	↓0;d¦
в	↓0;d¦
начале	↓0;d¦-+о
1538	↓0;d¦
он	↓0;d¦
в	↓0;d¦
письме	↓0;d¦-+о
к	↓0;d¦
Ивану	↓0;d¦-
IV	↓0;d¦
предлагал	↓0;d¦-+т+ь
послать	↓0;d¦
в	↓0;d¦
Крым	↓0;d¦
20	↓0;d¦
-	↓0;d¦
тысячное	↓0;d¦--+ы+й
войско	↓0;d¦
во	↓0;d¦
главе	↓0;d¦-+а
с	↓0;d¦
Али	↓0;d¦
,	↓0;d¦
сыном	↓0;d¦--
Хасана	↓0;d¦-
,	↓0;d¦
что	↓0;d¦
было	↓0;d¦--+т+ь
одобрено	↓0;d¦---+и+т+ь
Москвой	↓0;d¦--+а
.	↓0;d¦

Олибрий	↓0;d¦
правил	↓0;d¦-+т+ь
совсем	↓0;d¦
недолго	↓0;d¦
и	↓0;d¦
скончался	↓0;d¦-+т+ь→→
во	↓0;d¦
время	↓0;d¦
эпидемии	↓0;d¦-+я
чумы	↓0;d¦-+а
23	↓0;d¦
октября	↓0;d¦-+ь
472	↓0;d¦
года	↓0;d¦-
.	↓0;d¦

Раш	↓0;d¦
выиграл	↓0;d¦-+т+ь
шестой	↓0;d¦
для	↓0;d¦
себя	↓0;d¦
Кубок	↓0;d¦
Лиги	↓0;d¦-+а
в	↓0;d¦
1995	↓0;d¦
году	↓0;d¦-
.	↓0;d¦

Представляет	↓0;d¦-→+ь
собой	↓0;d¦-+е→--+я
повествование	↓0;d¦
о	↓0;d¦
строительстве	↓0;d¦-+о
пирамиды	↓0;d¦-+а
Хеопса	↓0;d¦-
,	↓0;d¦
полное	↓0;d¦--+ы+й
аллюзий	↓0;d¦-+я
на	↓0;d¦
современность	↓0;d¦
и	↓0;d¦
на	↓0;d¦
коммунистический	↓0;d¦
проект	↓0;d¦
,	↓0;d¦
который	↓0;d¦
осуществлялся	↓0;d¦-+т+ь→→
в	↓0;d¦
Албании	↓0;d¦-+я
.	↓0;d¦

Представители	↓0;d¦-+ь
этого	↓0;d¦--+т
направления	↓0;d¦-+е
включали	↓0;d¦--+т+ь
в	↓0;d¦
мессу	↓0;d¦-+а
чисто	↓0;d¦
инструментальные	↓0;d¦-+й
,	↓0;d¦
нередко	↓0;d¦
светского	↓0;d¦---+и+й
происхождения	↓0;d¦-+е
,	↓0;d¦
композиции	↓0;d¦-+я
для	↓0;d¦
органа	↓0;d¦-
или	↓0;d¦
струнных	↓0;d¦-+й
ансамблей	↓0;d¦--+ь
,	↓0;d¦
вводили	↓0;d¦--+т+ь
сольное	↓0;d¦--+ы+й
ариозно	↓0;d¦
-	↓0;d¦
речитативное	↓0;d¦--+ы+й
пение	↓0;d¦
и	↓0;d¦
т.	↓0;d¦
д.	↓0;d¦
,	↓0;d¦
--	↓0;d¦
то	↓0;d¦
есть	↓0;d--+б+ы¦
уходили	↓0;d¦--+т+ь
всё	↓0;d¦
дальше	↓0;d¦--→+к+о
от	↓0;d¦
собственно	↓0;d¦
церковной	↓0;d¦-+ы→
музыки	↓0;d¦-+а
.	↓0;d¦

Преобладающая	↓0;d¦--+и+й
национальность	↓0;d¦
--	↓0;d¦
русские	↓0;d¦-+й
(	↓0;d¦
99	↓0;d¦
%	↓0;d¦
)	↓0;d¦
.	↓0;d¦

Развитие	↓0;d¦
испанских	↓0;d¦-+й
территорий	↓0;d¦-+я
затрудняло	↓0;d¦--+т+ь
то	↓0;d¦
,	↓0;d¦
что	↓0;d¦
Карл	↓0;d¦
I	↓0;d¦
и	↓0;d¦
Филипп	↓0;d¦
II	↓0;d¦
проводили	↓0;d¦--+т+ь
много	↓0;d¦
времени	↓0;d¦---+я
за	↓0;d¦
границей	↓0;d¦--+а
;	↓0;d¦
большую	↓0;d¦--+и+й
часть	↓0;d¦
XVI	↓0;d¦
столетия	↓0;d¦-+е
Испания	↓0;d¦
управлялась	↓0;d¦---+т→+с+я
из	↓0;d¦
Брюсселя	↓0;d¦-+ь
и	↓0;d¦
Антверпена	↓0;d¦-
,	↓0;d¦
и	↓0;d¦
только	↓0;d¦
во	↓0;d¦
время	↓0;d¦
Нидерландской	↓0;d¦-+и→
революции	↓0;d¦-+я
,	↓0;d¦
когда	↓0;d¦
Филипп	↓0;d¦
вернулся	↓0;d¦-+т+ь→→
в	↓0;d¦
Испанию	↓0;d¦-+я
,	↓0;d¦
он	↓0;d¦
стал	↓0;d¦-+т+ь
проводить	↓0;d¦
большую	↓0;d¦--+и+й
часть	↓0;d¦
времени	↓0;d¦---+я
в	↓0;d¦
уединении	↓0;d¦-+е
в	↓0;d¦
монастырском	↓0;d¦--+и+й
дворце	↓0;d¦-→+ц
Эскориал	↓0;d¦
.	↓0;d¦

В	↓0;d¦
533	↓0;d¦
году	↓0;d¦-
византийский	↓0;d¦
император	↓0;d¦
Юстиниан	↓0;d¦
Великий	↓0;d¦
,	↓0;d¦
использую	↓0;d¦--+о+в+а+т+ь
династические	↓0;d¦-+й
споры	↓0;d¦-
вандалов	↓0;d¦--
как	↓0;d¦
предлог	↓0;d¦
,	↓0;d¦
посылает	↓0;d¦-→+ь
армию	↓0;d¦-+я
под	↓0;d¦
командованием	↓0;d¦-
Велизария	↓0;d¦-+й
в	↓0;d¦
Африку	↓0;d¦-+а
.	↓0;d¦

Над	↓0;d¦
маврусиями	↓0;d¦---+й
,	↓0;d¦
жившими	↓0;d¦-----+т+ь
около	↓0;d¦
Триполи	↓0;d¦
,	↓0;d¦
правил	↓0;d¦-+т+ь
Каваон	↓0;d¦
,	↓0;d¦
талантливый	↓0;d¦
военачальник	↓0;d¦
и	↓0;d¦
весьма	↓0;d¦
проницательный	↓0;d¦
вождь	↓0;d¦
.	↓0;d¦

В	↓0;d¦
официальной	↓0;d¦-+ы→
печати	↓0;d¦-+ь
стихи	↓0;d¦-
Кропивницкого	↓0;d¦---+и+й
не	↓0;d¦
публиковались	↓0;d¦---+т→+с+я
(	↓0;d¦
за	↓0;d¦
исключением	↓0;d¦-
нескольких	↓0;d¦--+о
детских	↓0;d¦-+й
стихотворений	↓0;d¦-+е
)	↓0;d¦
,	↓0;d¦
но	↓0;d¦
с	↓0;d¦
1950	↓0;d¦
-	↓0;d¦
х	↓0;aй
годов	↓0;d¦--
распространялись	↓0;d¦---+т→+с+я
в	↓0;d¦
самиздате	↓0;d¦-
.	↓0;d¦

Каждый	↓0;d¦
полюс	↓0;d¦
соответствует	↓0;d¦--+о+в+а→+ь
определенному	↓0;d¦---+ы+й
психологическому	↓0;d¦---+и+й
аспекту	↓0;d¦-
нашей	↓0;d¦--
жизни	↓0;d¦-+ь
.	↓0;d¦

Затем	↓0;d¦
семья	↓0;d¦
Сырбу	↓0;d¦
(	↓0;d¦
папа	↓0;d¦
,	↓0;d¦
Алексей	↓0;d¦
Иванович	↓0;d¦
Сырбу	↓0;d¦
,	↓0;d¦
мама	↓0;d¦
,	↓0;d¦
Евгения	↓0;d¦
Георгиевна	↓0;d¦
Сырбу	↓0;d¦
,	↓0;d¦
брат	↓0;d¦
,	↓0;d¦
Алексей	↓0;d¦
)	↓0;d¦
переехала	↓0;d¦--+т+ь
в	↓0;d¦
город	↓0;d¦
Бельцы	↓0;d¦
,	↓0;d¦
где	↓0;d¦
Раду	↓0;d¦
окончил	↓0;d¦-+т+ь
9	↓0;d¦
-	↓0;d¦
й	↓0;d¦
класс	↓0;d¦
.	↓0;d¦

В	↓0;d¦
США	↓0;d¦
вышли	↓0;d¦--+й+т→
магнитные	↓0;d¦-+й
альбомы	↓0;d¦-
``	↓0;d¦
Песни	↓0;d¦-+я
Григория	↓0;d¦-+й
Дикштейна	↓0;d¦-
&#39;&#39;	↓0;d¦
(	↓0;d¦
1992	↓0;d¦
)	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Как	↓0;d¦
это	↓0;d¦
делалось	↓0;d¦---+т→+с+я
...	↓0;d¦
&#39;&#39;	↓0;d¦
(	↓0;d¦
1992	↓0;d¦
)	↓0;d¦
и	↓0;d¦
``	↓0;d¦
Две	↓0;d¦-+а
души	↓0;d¦-+а
&#39;&#39;	↓0;d¦
(	↓0;d¦
1995	↓0;d¦
)	↓0;d¦
,	↓0;d¦
компактные	↓0;d¦-+й
диски	↓0;d¦-
``	↓0;d¦
Крылья	↓0;d¦--+о
клеенные	↓0;d¦-----+и+т+ь
воском	↓0;d¦--
&#39;&#39;	↓0;d¦
(	↓0;d¦
1998	↓0;d¦
)	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Старое	↓0;d¦--+ы+й
танго	↓0;d¦
с	↓0;d¦
секретом	↓0;d¦--
&#39;&#39;	↓0;d¦
(	↓0;d¦
1999	↓0;d¦
)	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Как	↓0;d¦
это	↓0;d¦
делалось	↓0;d¦---+т→+с+я
...	↓0;d¦
&#39;&#39;	↓0;d¦
(	↓0;d¦
2001	↓0;d¦
год	↓0;d¦
,	↓0;d¦
ремейк	↓0;d¦
пластинки	↓0;d¦-+а
)	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Лаокоон	↓0;d¦
и	↓0;d¦
другие	↓0;d¦--+о+й
...	↓0;d¦
``	↓0;d¦
(	↓0;d¦
2003	↓0;d¦
)	↓0;d¦
,	↓0;d¦
``	↓0;d¦
Слепок	↓0;d¦
с	↓0;d¦
натуры	↓0;d¦-+а
&#39;&#39;	↓0;d¦
(	↓0;d¦
2006	↓0;d¦
)	↓0;d¦
и	↓0;d¦
юбилейный	↓0;d¦
сборник	↓0;d¦
``	↓0;d¦
Пересыхающий	↓0;d¦----+т+ь
ручей	↓0;d¦
&#39;&#39;	↓0;d¦
(	↓0;d¦
2006	↓0;d¦
г.	↓0;d¦
,	↓0;d¦
Музпром	↓0;d¦
,	↓0;d¦
Москва	↓0;d¦
)	↓0;d¦
.	↓0;d¦

А	↓0;d¦
с	↓0;d¦
2002	↓0;d¦
года	↓0;d¦-
режиссёр	↓0;d¦-+е→
стал	↓0;d¦-+т+ь
снимать	↓0;d¦
фильмы	↓0;d¦-
по	↓0;d¦
собственным	↓0;d¦-+й
сценариям	↓0;d¦--+й
,	↓0;d¦
первой	↓0;d¦-+ы→
такой	↓0;d¦
работой	↓0;d¦--+а
стал	↓0;d¦-+т+ь
фильм	↓0;d¦
``	↓0;d¦
Икота	↓0;d¦
&#39;&#39;	↓0;d¦
(	↓0;d¦
)	↓0;d¦
.	↓0;d¦

Он	↓0;d¦
утверждал	↓0;d¦-+т+ь
,	↓0;d¦
что	↓0;d¦
``	↓0;d¦
Просмотр	↓0;d¦
боя	↓0;d¦-+й
после	↓0;d¦
боя	↓0;d¦-+й
и	↓0;d¦
ещё	↓0;d¦-+е
одного	↓0;d¦+и→---
боя	↓0;d¦-+й
сильно	↓0;d¦
наскучивает	↓0;d¦-→+ь
,	↓0;d¦
и	↓0;d¦
это	↓0;d¦
только	↓0;d¦
начало	↓0;d¦
тенденции	↓0;d¦-+я
&#39;&#39;	↓0;d¦
.	↓0;d¦

Aeromot	↓0;d¦
(	↓0;d¦
)	↓0;d¦
--	↓0;d¦
бразильская	↓0;d¦--+и+й
авиаремонтная	↓0;d¦--+ы+й
компания	↓0;d¦
,	↓0;d¦
авиапроизводитель	↓0;d¦
.	↓0;d¦

Питание	↓0;d¦
снеговое	↓0;d¦-+й
и	↓0;d¦
дождевое	↓0;d¦-+й
.	↓0;d¦

Абдурахманов	↓0;d¦
внес	↓0;d¦+т+и
значительный	↓0;d¦
вклад	↓0;d¦
в	↓0;d¦
формирование	↓0;d¦
и	↓0;d¦
развитие	↓0;d¦
азербайджанской	↓0;d¦-+и→
монументальной	↓0;d¦-+ы→
и	↓0;d¦
станковой	↓0;d¦-+ы→
пластики	↓0;d¦-+а
.	↓0;d¦

Но	↓0;d¦
желание	↓0;d¦
заложника	↓0;d¦-
защитить	↓0;d¦
своего	↓0;d¦---+й
захватчика	↓0;d¦-
или	↓0;d¦
вообще	↓0;d¦
``	↓0;d¦
объединиться	↓0;d¦
с	↓0;d¦
ним	↓0;d+о¦--
&#39;&#39;	↓0;d¦
в	↓0;d¦
общем	↓0;d¦-+е
было	↓0;d¦--+т+ь
известно	↓0;d¦-+ы+й
задолго	↓0;d¦
до	↓0;d¦
стокгольмских	↓0;d¦-+й
событий	↓0;d¦-+е
,	↓0;d¦
давших	↓0;d¦----+т+ь
название	↓0;d¦
``	↓0;d¦
синдрому	↓0;d¦-
заложника	↓0;d¦-
&#39;&#39;	↓0;d¦
.	↓0;d¦

Данная	↓0;d¦--+ы+й
форма	↓0;d¦
названия	↓0;d¦-+е
принята	↓0;d¦-+ь
в	↓0;d¦
1994	↓0;d¦
году	↓0;d¦-
.	↓0;d¦

В	↓0;d¦
период	↓0;d¦
начальной	↓0;d¦-+ы→
исламизации	↓0;d¦-+я
Ирана	↓0;d¦-
при	↓0;d¦
Умайядах	↓0;d¦--
и	↓0;d¦
ранних	↓0;d¦-+й
Аббасидах	↓0;d¦--
,	↓0;d¦
персидский	↓0;d¦
язык	↓0;d¦
вскоре	↓0;d¦
стал	↓0;d¦-+т+ь
литературным	↓0;d¦-+й
языком	↓0;d¦--
всей	↓0;d¦-→-+с+ь
территории	↓0;d¦-+я
Центральной	↓0;d¦-+ы→
Азии	↓0;d¦-+я
.	↓0;d¦

Поскольку	↓0;d¦
Ибн	↓0;d¦
Турк	↓0;d¦
был	↓0;d¦-+т+ь
современником	↓0;d¦--
ал	↓0;d¦
-	↓0;d¦
Хорезми	↓0;d¦
,	↓0;d¦
и	↓0;d¦
поскольку	↓0;d¦
трактаты	↓0;d¦-
обоих	↓0;d¦---+а
авторов	↓0;d¦--
имеют	↓0;d¦-→+ь
сходную	↓0;d¦--+ы+й
организацию	↓0;d¦-+я
и	↓0;d¦
даже	↓0;d¦
совпадают	↓0;d¦-→+ь
в	↓0;d¦
ряде	↓0;d¦-
примеров	↓0;d¦--
,	↓0;d¦
Саили	↓0;d¦
делает	↓0;d¦-→+ь
вывод	↓0;d¦
,	↓0;d¦
что	↓0;d¦
ни	↓0;d¦
ал	↓0;d¦
-	↓0;d¦
Хорезми	↓0;d¦
,	↓0;d¦
ни	↓0;d¦
Ибн	↓0;d¦
Турк	↓0;d¦
не	↓0;d¦
были	↓0;d¦--+т+ь
основателями	↓0;d¦---+ь
алгебры	↓0;d¦-+а
,	↓0;d¦
а	↓0;d¦
представляли	↓0;d¦--+т+ь
тот	↓0;d¦
этап	↓0;d¦
этой	↓0;d¦-+т
науки	↓0;d¦-+а
,	↓0;d¦
когда	↓0;d¦
она	↓0;d¦
в	↓0;d¦
основных	↓0;d¦--+о+й
чертах	↓0;d¦-
уже	↓0;d¦
была	↓0;d¦--+т+ь
сформирована	↓0;d¦--+т+ь
.	↓0;d¦

Первым	↓0;d¦-+й
виртуальным	↓0;d¦-+й
собеседником	↓0;d¦--
была	↓0;d¦--+т+ь
программа	↓0;d¦
Элиза	↓0;d¦
,	↓0;d¦
разработанная	↓0;d¦----+т+ь
в	↓0;d¦
1966	↓0;d¦
году	↓0;d¦-
.	↓0;d¦

Газанфер	↓0;d¦
Бильге	↓0;d¦
(	↓0;d¦
,	↓0;d¦
1924	↓0;d¦
--	↓0;d¦
2008	↓0;d¦
)	↓0;d¦
--	↓0;d¦
турецкий	↓0;d¦
борец	↓0;d¦
,	↓0;d¦
чемпион	↓0;d¦
Европы	↓0;d¦-+а
и	↓0;d¦
олимпийский	↓0;d¦
чемпион	↓0;d¦
.	↓0;d¦

На	↓0;d¦
26	↓0;d¦
декабря	↓0;d¦-+ь
была	↓0;d¦--+т+ь
запланирована	↓0;d¦--+т+ь
ответная	↓0;d¦--+ы+й
антифашистская	↓0;d¦--+и+й
акция	↓0;d¦
под	↓0;d¦
названием	↓0;d¦-
``	↓0;d¦
Москва	↓0;d¦
для	↓0;d¦
всех	↓0;d¦-
&#39;&#39;	↓0;d¦
.	↓0;d¦

Им	↓0;d+о+н¦-
обеим	↓0;d¦---+а
ясно	↓0;d¦-+ы+й
,	↓0;d¦
что	↓0;d¦
лучшие	↓0;d¦-+й
дни	↓0;d¦+е→-+ь
их	↓0;d¦
жизни	↓0;d¦-+ь
остались	↓0;d¦---+т→+с+я
в	↓0;d¦
прошлом	↓0;d¦-+е
,	↓0;d¦
и	↓0;d¦
что	↓0;d¦
,	↓0;d¦
прохаживаясь	↓0;d¦--+т→+с+я
вот	↓0;d¦
так	↓0;d¦
вдвоём	↓0;d¦-+е→
,	↓0;d¦
они	↓0;d¦
производят	↓0;d¦-+и→+ь
комичное	↓0;d¦--+ы+й
впечатление	↓0;d¦
.	↓0;d¦

Герб	↓0;d¦
был	↓0;d¦-+т+ь
введён	↓0;d¦---+с+т+и
в	↓0;d¦
1330	↓0;d¦
году	↓0;d¦-
,	↓0;d¦
через	↓0;d¦
7	↓0;d¦
лет	↓0;aгод
после	↓0;d¦
основания	↓0;d¦-+е
города	↓0;d¦-
.	↓0;d¦

Всего	↓0;d¦
за	↓0;d¦
время	↓0;d¦
войны	↓0;d¦-+а
совершил	↓0;d¦-+т+ь
248	↓0;d¦
боевых	↓0;d¦--+о+й
вылетов	↓0;d¦--
(	↓0;d¦
13	↓0;d¦
--	↓0;d¦
на	↓0;d¦
бомбардировщике	↓0;d¦-
Су	↓0;d¦
-	↓0;d¦
2	↓0;d¦
и	↓0;d¦
235	↓0;d¦
--	↓0;d¦
